"150","17","2010-11-14 22:31:02","mirathoe"
"151","6","2010-11-14 22:31:02","jonoddk"
"154","1","2010-11-14 22:31:02","davidac"
"156","2","2010-11-14 22:31:02","thomaove"
"158","1","2010-11-14 22:31:02","vegahor"
"160","5","2010-11-14 22:31:02","inamugge"
"162","10","2010-11-14 22:31:02","inebeate"
"163","16","2010-11-14 22:31:02","akselsm"
"164","5","2010-11-14 22:31:02","bjorpe"
"165","2","2010-11-14 22:31:02","marianur"
"166","4","2010-11-14 22:31:02","mariatom"
"167","4","2010-11-14 22:31:02","espentun"
"168","3","2010-11-14 22:31:02","marikja"
"170","6","2010-11-14 22:31:02","mosberg"
"173","9","2010-11-14 22:31:02","roede"
"175","7","2010-11-14 22:31:02","maaland"
"177","2","2010-11-14 22:31:02","danielin"
"178","6","2010-11-14 22:31:02","augustem"
"12","7","2011-01-24 19:45:06","mariusuv"
"24","2","2011-01-24 19:45:06","vidarton"
"25","8","2011-01-24 19:45:06","haneberg"
"46","2","2011-01-24 19:45:06","andrerei"
"60","4","2011-01-24 19:45:06","jornhwan"
"78","2","2011-01-24 19:45:06","oddmunh"
"86","4","2011-01-24 19:45:06","monikabl"
"90","5","2011-01-24 19:45:06","torstene"
"93","5","2011-01-24 19:45:06","erlbeck"
"95","2","2011-01-24 19:45:06","andrejon"
"106","2","2011-01-24 19:45:06","idamahoi"
"119","1","2011-01-24 19:45:06","asmundu"
"121","2","2011-01-24 19:45:06","annebrle"
"125","2","2011-01-24 19:45:06","frederli"
"130","1","2011-01-24 19:45:06","miakvale"
"133","1","2011-01-24 19:45:06","julieste"
"139","3","2011-01-24 19:45:06","vegarot"
"148","1","2011-01-24 19:45:06","petterbu"
"150","7","2011-01-24 19:45:06","mirathoe"
"151","3","2011-01-24 19:45:06","jonoddk"
"160","4","2011-01-24 19:45:06","inamugge"
"161","1","2011-01-24 19:45:06","krr"
"163","5","2011-01-24 19:45:06","akselsm"
"165","1","2011-01-24 19:45:06","marianur"
"167","3","2011-01-24 19:45:06","espentun"
"168","3","2011-01-24 19:45:06","marikja"
"170","2","2011-01-24 19:45:06","mosberg"
"175","4","2011-01-24 19:45:06","maaland"
"176","3","2011-01-24 19:45:06","johantor"
"178","2","2011-01-24 19:45:06","augustem"
"3","1","2011-02-07 23:54:38","storset"
"12","4","2011-02-07 23:54:38","mariusuv"
"46","1","2011-02-07 23:54:38","andrerei"
"60","2","2011-02-07 23:54:38","jornhwan"
"62","1","2011-02-07 23:54:38","erlendgr"
"86","1","2011-02-07 23:54:38","monikabl"
"93","1","2011-02-07 23:54:38","erlbeck"
"103","1","2011-02-07 23:54:38","jonatht"
"117","1","2011-02-07 23:54:38","snorreri"
"128","1","2011-02-07 23:54:38","hagenvik"
"130","1","2011-02-07 23:54:38","miakvale"
"133","1","2011-02-07 23:54:38","julieste"
"150","1","2011-02-07 23:54:38","mirathoe"
"151","2","2011-02-07 23:54:38","jonoddk"
"157","2","2011-02-07 23:54:38","rasmussc"
"160","1","2011-02-07 23:54:38","inamugge"
"163","6","2011-02-07 23:54:38","akselsm"
"168","1","2011-02-07 23:54:38","marikja"
"170","5","2011-02-07 23:54:38","mosberg"
"175","1","2011-02-07 23:54:38","maaland"
"178","1","2011-02-07 23:54:38","augustem"
"3","1","2011-02-08 00:08:29","storset"
"4","1","2011-02-08 00:08:29","alfpets"
"12","7","2011-02-08 00:08:29","mariusuv"
"24","2","2011-02-08 00:08:29","vidarton"
"68","1","2011-02-08 00:08:29","mas"
"87","2","2011-02-08 00:08:29","tarjeibo"
"93","1","2011-02-08 00:08:29","erlbeck"
"109","2","2011-02-08 00:08:29","fredb"
"115","1","2011-02-08 00:08:29","idj"
"121","1","2011-02-08 00:08:29","annebrle"
"125","3","2011-02-08 00:08:29","frederli"
"128","1","2011-02-08 00:08:29","hagenvik"
"129","2","2011-02-08 00:08:29","hannegry"
"132","2","2011-02-08 00:08:29","mollystr"
"133","1","2011-02-08 00:08:29","julieste"
"142","1","2011-02-08 00:08:29","bjostro"
"150","4","2011-02-08 00:08:29","mirathoe"
"151","4","2011-02-08 00:08:29","jonoddk"
"157","1","2011-02-08 00:08:29","rasmussc"
"163","5","2011-02-08 00:08:29","akselsm"
"167","2","2011-02-08 00:08:29","espentun"
"170","2","2011-02-08 00:08:29","mosberg"
"175","2","2011-02-08 00:08:29","maaland"
"178","4","2011-02-08 00:08:29","augustem"
"8","1","2011-02-21 14:50:31","beckwith"
"10","2","2011-02-21 14:50:31","thorchri"
"12","8","2011-02-21 14:50:31","mariusuv"
"24","2","2011-02-21 14:50:31","vidarton"
"52","1","2011-02-21 14:50:31","idahj"
"60","2","2011-02-21 14:50:31","jornhwan"
"78","3","2011-02-21 14:50:31","oddmunh"
"86","2","2011-02-21 14:50:31","monikabl"
"90","1","2011-02-21 14:50:31","torstene"
"103","1","2011-02-21 14:50:31","jonatht"
"105","1","2011-02-21 14:50:31","susannsk"
"117","1","2011-02-21 14:50:31","snorreri"
"119","5","2011-02-21 14:50:31","asmundu"
"121","1","2011-02-21 14:50:31","annebrle"
"124","7","2011-02-21 14:50:31","fredrol"
"132","1","2011-02-21 14:50:31","mollystr"
